Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-51688,SISODIA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Bihar,Patna,-,-,-,Affiliated College,-,BIHAR ENGINEERING UNIVERSITY,State Public University
C-68186,"SUNDARAM INSTITUTE OF MEDICAL SCIENCE,PATNA",Bihar,Patna,-,-,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-62059,Maulana Minnatullah Rahmani Technical Institute,Bihar,Patna,-,-,-,Affiliated College,-,BIHAR ENGINEERING UNIVERSITY,State Public University
C-36589,"Narayan Medical College & Hospital, Jamuhar, Rohtas",Bihar,Rohtas,-,-,-,Constituent / University College,-,Bihar University of Health Sciences,State Public University
C-59281,SHIVAM COLLEGE OF HIGHER STUDIES,Bihar,Patna,www.schspatna.org,2011,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-29623,K.C. of Engg. & Tech. Kishanganj,Bihar,Kishanganj,http://www.milliakcet.org/,-,Urban,Affiliated College,Private Un-Aided,BIHAR ENGINEERING UNIVERSITY,State Public University
C-17651,"MAM College, Naugachia",Bihar,Bhagalpur,mamcollege.org,1982,Rural,Constituent / University College,State Government,"T.M. Bhagalpur University, Bhagalpur",State Public University
C-12880,"A.N.S. College,Nabinagar",Bihar,Aurangabad,anscnabinagar.com,1970,Rural,Constituent / University College,University,"Magadh University, Bodh Gaya",State Public University
C-29598,"M.I.T., Rambagh",Bihar,Purnia,https://www.mitpurnia.org,-,Urban,Affiliated College,Private Un-Aided,BIHAR ENGINEERING UNIVERSITY,State Public University
C-74417,YOGENDRA INSTITUTE OF NURSING TRAINING,Bihar,Bhojpur,www.yint.org.in,2023,Urban,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-36592,Parmarth Institute of Teacher's Education,Bihar,Rohtas,www.parmartheducation.in,2010,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-19036,"NIRSU NARAYAN COLLEGE, SINGHARA, VAISHALI",Bihar,Vaishali,https://nncollege.co.in,1970,Rural,Affiliated College,Private Aided (Government Aided),"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-12914,"R.Lal College, Alinagar",Bihar,Nalanda,www.rlalcollege.com,1979,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-65401,RAM NAGINA SINGH COLLEGE,Bihar,Rohtas,http://ramnaginasinghcollege.in/,2021,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-74440,MAHABIR NURSING SCHOOL AND COLLEGE,Bihar,Muzaffarpur,mahabirnursing.nletschool.com,2023,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-72969,"MAUNI BABA YAMUNA DAS LAKHRAJO DEVI MAHILA MAHAVIDYALAYA, BIKRAMGANJ, ROHTAS    ",Bihar,Rohtas,-,2023,Urban,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-72968,"SRI TRIDANDI DEV GOVT DEGREE COLLEGE, GAUTAM NAGAR, SHAHPUR    ",Bihar,Bhojpur,www.stdgdegreecollegeshahpur.co.in,2023,Rural,Constituent / University College,University,"Veer Kunwar Singh University, Arrah",State Public University
C-65482,J. D. S. DEGREE COLLEGE,Bihar,Bhojpur,www.jdsdegreecollegediliyan.com,2021,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-65532,B R DEGREE COLLEGE,Bihar,Nalanda,www.brdegreecollege.in,2016,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-65809,AL  FATIMA EDUCATIONAL SOCIETY,Bihar,Patna,www.alfatimabedcollegepatna.org,2013,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-59299,Heera Lal Roy Teacher Training College,Bihar,Muzaffarpur,hlrttc.in,2016,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-12877,"Mahila College, Tekari",Bihar,Gaya,mctgaya.in,1984,Rural,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-12954,K.P.S.College,Bihar,Gaya,www.kpscollegegaya.in,1991,Urban,Affiliated College,University,"Magadh University, Bodh Gaya",State Public University
C-65467,B K S COLLEGE,Bihar,Kaimur (Bhabua),bkscollegebihar.in,2021,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-12903,R.L.S.Y. College,Bihar,Gaya,WWW.RAMLAKHANSINGHYADAVCOLLEGE.COM,1979,Urban,Affiliated College,University,"Magadh University, Bodh Gaya",State Public University
C-62850,Deshratna Rajendra Prasad Shikshak Prashikshan Mahavidyalaya,Bihar,Patna,www.drpspm.biharvidyapeeth.edu.in,2018,Urban,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-59473,M. G. M. COLLEGE ,Bihar,Patna,www.mgmpatna.com,2011,Urban,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12945,"K.P.S. College, Nadwan",Bihar,Patna,kpscollege.ac.in,1983,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12918,"P.N.K. College, Achua",Bihar,Patna,https://www.pnkcollegeachhua.ac.in/,1978,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-17634,"DRS College, Sikandra, Jamui",Bihar,Jamui,www.dhanrajsinghcollege.org,1982,Rural,Affiliated College,Local Body,MUNGER UNIVERSITY,State Public University
C-17618,"International College, Ghosaith",Bihar,Lakhisarai,internationalcollege.ac.in,1978,Rural,Affiliated College,State Government,MUNGER UNIVERSITY,State Public University
C-17652,"Mahila College, Barhaiya",Bihar,Lakhisarai,mmv.edu.in,1982,Urban,Affiliated College,University,MUNGER UNIVERSITY,State Public University
C-17659,"R. Lal College, Lakhisarai",Bihar,Lakhisarai,https://www.rlalcollege.in/,1979,Urban,Affiliated College,University,MUNGER UNIVERSITY,State Public University
C-51505,Sanjay gandhi smarak mahila college,Bihar,Sheikhpura,www.sgsm.in,1980,Urban,Affiliated College,University,MUNGER UNIVERSITY,State Public University
C-17622,"SBN College, Garhirampur, Munger",Bihar,Munger,sbncollege.co.in,1983,Rural,Affiliated College,Private Un-Aided,MUNGER UNIVERSITY,State Public University
C-17639,"S.P.S. College, Jamui",Bihar,Jamui,spswomenscollegejamui.in,1979,Rural,Affiliated College,Local Body,MUNGER UNIVERSITY,State Public University
C-55197,"Sri Krishan Singh College, Lohanda",Bihar,Jamui,www.skcollegelohanda.com,1963,Rural,Affiliated College,Private Aided (Government Aided),MUNGER UNIVERSITY,State Public University
C-12840,"P.M.S. College, Biharsharif",Bihar,Nalanda,www.pmscollege.ac.in,1978,Urban,Affiliated College,University,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-59533,Ram Rup Prasad B.ed. College,Bihar,Patna,www.ramroopprasadbedcollege.com,2012,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-17638,"SS College, Mehus, Seikhpura",Bihar,Sheikhpura,www.sundersinghcollege.in,1979,Rural,Affiliated College,Private Aided (Government Aided),MUNGER UNIVERSITY,State Public University
C-17625,"MS College, Alouli, Khagaria",Bihar,Khagaria,-,1979,Rural,Affiliated College,University,MUNGER UNIVERSITY,State Public University
C-12950,"B.R.S. Y. College, Kanhauli",Bihar,Patna,www.brsy.co.in,1982,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-51009,Catalyst College,Bihar,Patna,https://www.cimage.in,2011,Urban,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12934,"C.P. Verma College, Simari",Bihar,Patna,http://cpvermacollege.org.in/,1979,Rural,Affiliated College,University,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12898,"Sir Ganesh Dutta Memorial College, Patna",Bihar,Patna,https://www.sgdmcollege.ac.in,1979,Urban,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12855,"S.K.V.M. College, Fatuha",Bihar,Patna,www.skmvcollege.com,1978,Urban,Affiliated College,University,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12965,"S.B.R. College, Barh",Bihar,Patna,sbrcollege.com,1989,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-51012,S S S AGRAWAL PRABHANDHAN EVAM TAKNIKI MAHAVIDYALA,Bihar,Patna,http://www.cimage.in/sssaptm/,2013,Urban,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-27129,"LALU PRASAD YADAV COLLEGE, AKORHI GOLA, ROHTAS",Bihar,Rohtas,-,-,-,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-72883,"TARA SHIVSHANKAR DEGREE COLLEGE, TIYARA, BUXAR    ",Bihar,Buxar,www.tarashivshankarcollege.com,2024,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-74395,IMPACT COLLEGE OF LAW ,Bihar,Patna,https://www.impactlawcollege.com/,2022,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-65322,NAGINA DEVI TEACHERS TRAINING COLLEGE,Bihar,Jehanabad,www.ndttc.org,2021,Rural,Affiliated College,Private Un-Aided,"Maulana Mazharul Haque Arabic & Persian University, Patna",State Public University
C-19493,"Devraha Baba Sridhar Das Degree College,  Rampur,Kadna, Garkha",Bihar,Saran,www.dbsddcollege.in,1984,Rural,Affiliated College,Private Aided (Government Aided),"Jai Prakash Vishwavidyalaya, Chapra",State Public University
C-72878,"BHAGWATI SHANTI COLLEGE, LOMA, RAJAPAKAR, HAJIPUR, VAISHALI    ",Bihar,Vaishali,www.bhagwatishanticollegeloma.co.in,2023,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-72877,"INSTITUTE OF DEGREE COLLEGE, RAMNAGAR, WEST CHAMPARAN    ",Bihar,Pashchim Champaran,-,2023,Urban,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-50978,CATALYST INSTITUTE  OF MANAGEMENT AND ADVANCE GLOBAL EXCELLENCE,Bihar,Patna,www.cimage.in,2009,Urban,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-72876,"RAMAWTAR SINGH ADARSH MAHAVIDYALAYA, BIJHAURA, BUXAR    ",Bihar,Buxar,www.rsam.com,2023,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-12953,Vardhman Mahavir College Pawapuri,Bihar,Nalanda,www.vmcollege.in,1979,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12936,"K.K.M. Sc. College, Daudnagar",Bihar,Aurangabad,https://sites.google.com/view/kkmscdaud,1981,Rural,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-12944,"Wazirganj College, Gaya",Bihar,Gaya,wazirganjcollege.in,1978,Rural,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-29628,"D.S. College, Katihar",Bihar,Katihar,www.dscollegekatihar.in,1953,Urban,Constituent / University College,State Government,"PURNEA UNIVERSITY, PURNIA",State Public University
C-49164,Kingway Technical Institute,Bihar,Kaimur (Bhabua),www.kingwayedu.in,2012,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-65685,SHRI RAM NARAYAN COLLEGE,Bihar,Patna,WWW.SRNC.COM,2019,Rural,Affiliated College,University,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-55076,"M. P. College of Education, Chandni Chowk",Bihar,Madhepura,www.mpce.in,2009,Rural,Affiliated College,Private Un-Aided,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-49158,Maa Arany Devi B.Ed. College,Bihar,Bhojpur,www.maaranyacollege.com,2010,Rural,Affiliated College,Private Aided (Government Aided),"Aryabhatta Knoweledge University , Patna",State Public University
C-54630,Puranmal Bajoria Teachers Training College,Bihar,Bhagalpur,www.pbttcollege.com,2011,Urban,Affiliated College,Private Un-Aided,"T.M. Bhagalpur University, Bhagalpur",State Public University
C-54631,Bhagwati Singh Memorial B.Ed. Mahavidlaya,Bihar,Kaimur (Bhabua),bhagwatisinghmemoriacollege.co.in,2014,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-44993,"BABA GANINATH COLLEGE, DEHRI-ON-SONE",Bihar,Rohtas,bgncollege.org,-,Rural,Affiliated College,Private Aided (Government Aided),"Veer Kunwar Singh University, Arrah",State Public University
C-55569,MAHABODHI TEACHERS TRAINING COLLEGE,Bihar,Gaya,https://mahabodhiteacherstrainingcollege.org/,-,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-12852,"SAPTRISHI DEGREE COLLEGE, RAJAULI ,NAWADA",Bihar,Nawada,https://saptrishidegreecollegerajauli.com,2008,Urban,Affiliated College,University,"Magadh University, Bodh Gaya",State Public University
C-49109,"College of Teacher Education, Bhagalpur",Bihar,Bhagalpur,ctebhagalpur.in,1954,Urban,Affiliated College,State Government,"T.M. Bhagalpur University, Bhagalpur",State Public University
C-49110,"Govt. Teacher's Training College, Saharsa",Bihar,Saharsa,www.ctesaharsa.com,1976,Urban,Affiliated College,State Government,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-49108,"Govt. Teacher's Training College, Gaya",Bihar,Gaya,ctegaya.org.in,1982,Urban,Affiliated College,State Government,"Magadh University, Bodh Gaya",State Public University
C-56061,Amaltas College of Education,Bihar,Rohtas,www.amaltascollege.com,2016,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-52014,MAHATMA GANDHI SIKSHAK PRASIKSHAN MAHAVIDYALYA,Bihar,Banka,https://mgspmahavidyalaya.com,2008,Rural,Affiliated College,Private Un-Aided,"T.M. Bhagalpur University, Bhagalpur",State Public University
C-72832,"K S R N S DEGREE COLLEGE MATHIYA, KESARIA, PURBI CHAMPARAN    ",Bihar,Purbi Champaran,-,-,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-72804,"KINGWAY TECHNICAL INSTITUTE, KAIMUR",Bihar,Kaimur (Bhabua),www.kingwaynursingcollege.in,-,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-72777,Sant Tapasvi Narayan Das Foundation,Bihar,Sitamarhi,https://stndfdegreecollege.org/,2022,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-49125,Trident B.Ed. College,Bihar,Bhojpur,www.tridentbedcollege.co.in,2010,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-72732,RAM SAKHI DEVI INSTITUTE OF PARAMEDICALS SCIENCE    ,Bihar,Patna,www.rsdcollege.in,2021,Urban,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-66148,SAHDEV PRASAD YADAV COLLEGE ARWAL,Bihar,Arwal,www.spyckarpi.ac.in,2019,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-65541,ADITYANATH MEMORIAL COLLEGE,Bihar,Banka,www.amcollege.org.in,2020,Rural,Affiliated College,University,"T.M. Bhagalpur University, Bhagalpur",State Public University
C-66150,A P J ABDUL KALAM DEGREE COLLEGE,Bihar,Pashchim Champaran,www.apjabdulkalamdegreecollegeramnagar.com,2016,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-72723,SIDHNATH MEERA COLLEGE OF HIGHER EDUCATION,Bihar,Bhojpur,www.smcheara.com,2022,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-72717,SHAKUNI CHOUDHARY COLLEGE OF HEALTH AND SCIENCES,Bihar,Munger,www.scchsmunger.com,2020,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-66385,G M COLLEGE OF PHARMACY,Bihar,Begusarai,www.gmcollegeofpharmacy.com,2020,-,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-74275,RAGHUNANDAN SINHA T T COLLEGE ANM NURSING,Bihar,Jehanabad,-,2023,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-66158,SANSKRIT MAHAVIDHYALAY POTHIA KATIHAR BIHAR,Bihar,Katihar,www.smpkatihar.org.in,1980,Rural,Affiliated College,Private Un-Aided,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-66159,"PANDIT NACHARI JHA SANSKRIT MAHAVIDHYALAYA, BAHADURPUR, SAMASTIPUR",Bihar,Samastipur,-,1978,Urban,Affiliated College,University,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-66160,"DR RAM KRISHANA THAKUR JANTA SANSKRIT MAHAVIDHALAYA, EAKHARI, MADHUBANI",Bihar,Madhubani,-,1982,Rural,Affiliated College,Private Aided (Government Aided),"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-66161,DR INDAL SINGH RAM JANKI DEGREE COLLEGE,Bihar,Sitamarhi,https://www.drisrjdcollege.in/,2009,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-65533,SHIVAM TEACHERS TRAINING COLLEGE,Bihar,Patna,http://sttcpatna.org/,2009,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-72710,ALAY FATIMA HAI COLLEGE OF NURSING    ,Bihar,Patna,www.afhcn.in,2023,Urban,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-72528,PRABHU KAILASH ENGINEERING COLLEGE,Bihar,Aurangabad,https://www.pkec.in/,2023,Rural,Affiliated College,Private Un-Aided,BIHAR ENGINEERING UNIVERSITY,State Public University
C-66393,RAM LAGAN RAY DEGREE COLLEGE RAJAPAKAR VAISHALI,Bihar,Vaishali,rlrdcollege.com,-,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-59521,L. P. SHAHI INSTITUTE OF TEACHER S EDUCATION,Bihar,Muzaffarpur,lpsiteacherseducation.org,2014,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-12906,Mahavir College,Bihar,Gaya,www.mahavircollegegaya.org.in,1978,Urban,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-71673,"RAJKIYA DEGREE MAHAVIDYALAYA, SHEOHAR",Bihar,Sheohar,http://rajkiyadegreecollegesheohar.brabu.ac,-,Urban,Constituent / University College,University,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-29574,"Anandi Janki Mahila College, Banmankhi",Bihar,Purnia,www.ajmcollege.in,1988,Urban,Affiliated College,Private Aided (Government Aided),"PURNEA UNIVERSITY, PURNIA",State Public University
C-29597,"R. Y. Manihari  College, Manihari",Bihar,Katihar,http://www.rymaniharicollege.com/,1978,Urban,Affiliated College,University,"PURNEA UNIVERSITY, PURNIA",State Public University
C-9613,"Shri Rishikul Br. Sanskrit College, Bediban Madhuban, East Champ.",Bihar,Purbi Champaran,https://www.srbscollege.com,1944,Rural,Constituent / University College,State Government,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-12909,"C.S.Janta College,",Bihar,Gaya,"www.csjcollege,co,in",1980,Urban,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-65550,M S Y COLLEGE KINZAR MIRZAPUR ARWAL,Bihar,Arwal,www.msykinjermirzapurarwal.com,2011,Rural,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-50005,"BIHAR COLLEGE OF EDUCATION, GIDHA",Bihar,Bhojpur,www.biharcollegeofeducation.com,2012,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
